ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-05-10,198.5258371815943,29.20030451802526,267.0942048551666,198.52505056475565,198.5266373168051,-48.716243679305066,-48.716243679305066,-48.716243679305066,-48.716243679305066,-48.716243679305066,-48.716243679305066,0.0,0.0,0.0,149.80959350228926
2025-05-11,198.76764704220045,56.13512858493757,279.90146481393066,198.76680957845875,198.76849663681858,-27.22126598723165,-27.22126598723165,-27.22126598723165,-27.22126598723165,-27.22126598723165,-27.22126598723165,0.0,0.0,0.0,171.5463810549688
2025-05-12,199.00945690280656,122.44807704180482,353.75221208192977,199.00857790191202,199.0103664509911,36.93075998062849,36.93075998062849,36.93075998062849,36.93075998062849,36.93075998062849,36.93075998062849,0.0,0.0,0.0,235.94021688343506
2025-05-13,199.2512667634127,104.18324557117441,316.5681984904793,199.250316184676,199.25222265122792,11.864933408325696,11.864933408325696,11.864933408325696,11.864933408325696,11.864933408325696,11.864933408325696,0.0,0.0,0.0,211.1162001717384
2025-05-14,199.4930766240188,94.94764752051653,314.7787347791774,199.4920686871708,199.49410302301428,2.7017638338662158,2.7017638338662158,2.7017638338662158,2.7017638338662158,2.7017638338662158,2.7017638338662158,0.0,0.0,0.0,202.19484045788502
2025-05-15,199.73488648462495,95.44673140953002,325.51645093835134,199.7338727638572,199.73595299406222,14.951331833952956,14.951331833952956,14.951331833952956,14.951331833952956,14.951331833952956,14.951331833952956,0.0,0.0,0.0,214.68621831857791
2025-05-16,199.97669634523106,110.14449492529063,321.6513268042679,199.97562561553667,199.97782443121804,9.488720609558536,9.488720609558536,9.488720609558536,9.488720609558536,9.488720609558536,9.488720609558536,0.0,0.0,0.0,209.4654169547896
2025-05-17,200.21850620583717,43.41243494303461,268.04524625469713,200.21737913764147,200.21968511339833,-48.71624367931406,-48.71624367931406,-48.71624367931406,-48.71624367931406,-48.71624367931406,-48.71624367931406,0.0,0.0,0.0,151.5022625265231
2025-05-18,200.46031606644328,66.17489369441132,285.7799633185497,200.45912811226484,200.46154901804692,-27.221265987147326,-27.221265987147326,-27.221265987147326,-27.221265987147326,-27.221265987147326,-27.221265987147326,0.0,0.0,0.0,173.23905007929596
2025-05-19,200.7021259270494,123.52539906044727,350.6330013024244,200.70089669203077,200.70342693758494,36.93075998054669,36.93075998054669,36.93075998054669,36.93075998054669,36.93075998054669,36.93075998054669,0.0,0.0,0.0,237.6328859075961
2025-05-20,200.9439357876555,93.32465023138765,327.99083705957486,200.942664233293,200.94529789904783,11.864933408434561,11.864933408434561,11.864933408434561,11.864933408434561,11.864933408434561,11.864933408434561,0.0,0.0,0.0,212.80886919609006
2025-05-21,201.18574564826162,91.21054072631749,313.63457577304064,201.18442436573,201.18714710278127,2.701763833874786,2.701763833874786,2.701763833874786,2.701763833874786,2.701763833874786,2.701763833874786,0.0,0.0,0.0,203.8875094821364
2025-05-22,201.42755550886775,99.51329769339611,323.0935810881646,201.42613948753927,201.42903771090775,14.95133183400013,14.95133183400013,14.95133183400013,14.95133183400013,14.95133183400013,14.95133183400013,0.0,0.0,0.0,216.3788873428679
2025-05-23,201.6693653694739,102.72487586886771,317.86221729591426,201.66791726789148,201.67091316246433,9.488720609510198,9.488720609510198,9.488720609510198,9.488720609510198,9.488720609510198,9.488720609510198,0.0,0.0,0.0,211.1580859789841
2025-05-24,201.91117523008,40.064235164743074,265.65052997469854,201.9096543567477,201.9128012632321,-48.71624367921051,-48.71624367921051,-48.71624367921051,-48.71624367921051,-48.71624367921051,-48.71624367921051,0.0,0.0,0.0,153.1949315508695
2025-05-25,202.15298509068614,58.11881976109295,279.46303773398904,202.15140221253841,202.1546569172994,-27.221265987111565,-27.221265987111565,-27.221265987111565,-27.221265987111565,-27.221265987111565,-27.221265987111565,0.0,0.0,0.0,174.93171910357458
2025-05-26,202.39479495129225,128.38625321072408,356.8392986718171,202.39314463652548,202.3965617275475,36.930759980537964,36.930759980537964,36.930759980537964,36.930759980537964,36.930759980537964,36.930759980537964,0.0,0.0,0.0,239.32555493183023
2025-05-27,202.63660481189837,103.65672122878276,323.1766543661856,202.63487339054117,202.63844436578754,11.864933408419684,11.864933408419684,11.864933408419684,11.864933408419684,11.864933408419684,11.864933408419684,0.0,0.0,0.0,214.50153822031805
2025-05-28,202.87841467250448,101.7159161553977,309.73661143247784,202.87662864418414,202.880315629551,2.701763833879535,2.701763833879535,2.701763833879535,2.701763833879535,2.701763833879535,2.701763833879535,0.0,0.0,0.0,205.58017850638402
2025-05-29,203.1202245331106,104.93957416176411,334.5884184524371,203.11837030838421,203.12218100668773,14.95133183399644,14.95133183399644,14.95133183399644,14.95133183399644,14.95133183399644,14.95133183399644,0.0,0.0,0.0,218.07155636710704
2025-05-30,203.3620343937167,102.8658605204891,326.19100724745743,203.3601344595122,203.36407853483774,9.488720609633397,9.488720609633397,9.488720609633397,9.488720609633397,9.488720609633397,9.488720609633397,0.0,0.0,0.0,212.8507550033501
2025-05-31,203.6038442543228,46.20027515599493,268.3672961703315,203.6018834840229,203.6059522716815,-48.71624367921951,-48.71624367921951,-48.71624367921951,-48.71624367921951,-48.71624367921951,-48.71624367921951,0.0,0.0,0.0,154.8876005751033
2025-06-01,203.84565411492892,61.658925995893206,290.8837669281924,203.84363524098646,203.84783797217935,-27.22126598702724,-27.22126598702724,-27.22126598702724,-27.22126598702724,-27.22126598702724,-27.22126598702724,0.0,0.0,0.0,176.62438812790168
2025-06-02,204.08746397553506,127.53689393667703,345.8248341365634,204.0853726437936,204.08970965966267,36.9307599806037,36.9307599806037,36.9307599806037,36.9307599806037,36.9307599806037,36.9307599806037,0.0,0.0,0.0,241.01822395613877
2025-06-03,204.3292738361412,111.5094092142699,333.21667915426616,204.32711065162223,204.33157176291752,11.864933408367703,11.864933408367703,11.864933408367703,11.864933408367703,11.864933408367703,11.864933408367703,0.0,0.0,0.0,216.1942072445089
2025-06-04,204.57108369674734,103.48014984898813,321.04057112046064,204.56884827875783,204.5734500513847,2.701763833853334,2.701763833853334,2.701763833853334,2.701763833853334,2.701763833853334,2.701763833853334,0.0,0.0,0.0,207.27284753060067
2025-06-05,204.81289355735345,106.72281739204989,322.38506671579745,204.8105868786093,204.81531717242078,14.95133183401818,14.95133183401818,14.95133183401818,14.95133183401818,14.95133183401818,14.95133183401818,0.0,0.0,0.0,219.76422539137164
2025-06-06,205.05470341795956,103.05748431887689,327.4429256097482,205.05232085717375,205.05722657211612,9.488720609627068,9.488720609627068,9.488720609627068,9.488720609627068,9.488720609627068,9.488720609627068,0.0,0.0,0.0,214.54342402758664
2025-06-07,205.29651327856567,50.60526049129307,268.9503826331423,205.29400453370678,205.29911068442195,-48.71624367927876,-48.71624367927876,-48.71624367927876,-48.71624367927876,-48.71624367927876,-48.71624367927876,0.0,0.0,0.0,156.5802695992869
2025-06-08,205.53832313917178,58.946597107880386,281.362402039891,205.53577649091557,205.540998891662,-27.221265986991483,-27.221265986991483,-27.221265986991483,-27.221265986991483,-27.221265986991483,-27.221265986991483,0.0,0.0,0.0,178.3170571521803
2025-06-09,205.7801329997779,133.32807501796384,362.0544036823902,205.77752074944277,205.7828662205405,36.930759980594964,36.930759980594964,36.930759980594964,36.930759980594964,36.930759980594964,36.930759980594964,0.0,0.0,0.0,242.71089298037285
2025-06-10,206.021942860384,101.53228675780272,333.12117912775625,206.01926038274925,206.02471179557924,11.864933408352828,11.864933408352828,11.864933408352828,11.864933408352828,11.864933408352828,11.864933408352828,0.0,0.0,0.0,217.88687626873684
2025-06-11,206.2637527209901,95.54843214793937,315.27861175176713,206.2609866497638,206.266596897522,2.701763833858084,2.701763833858084,2.701763833858084,2.701763833858084,2.701763833858084,2.701763833858084,0.0,0.0,0.0,208.9655165548482
2025-06-12,206.50556258159625,109.38676841668165,333.85152308626186,206.50276779320123,206.5084853986486,14.95133183401449,14.95133183401449,14.95133183401449,14.95133183401449,14.95133183401449,14.95133183401449,0.0,0.0,0.0,221.45689441561075
2025-06-13,206.74737244220236,105.66726220063686,328.46497274373775,206.74455172541403,206.75037986150556,9.488720609578733,9.488720609578733,9.488720609578733,9.488720609578733,9.488720609578733,9.488720609578733,0.0,0.0,0.0,216.2360930517811
2025-06-14,206.98918230280853,42.18541001987259,269.86133314543247,206.98632715285606,206.99227462192178,-48.716243679237486,-48.716243679237486,-48.716243679237486,-48.716243679237486,-48.716243679237486,-48.716243679237486,0.0,0.0,0.0,158.27293862357104
2025-06-15,207.23099216341464,66.84812764234232,291.2234921633563,207.22805672873963,207.23416860408093,-27.221265987213556,-27.221265987213556,-27.221265987213556,-27.221265987213556,-27.221265987213556,-27.221265987213556,0.0,0.0,0.0,180.00972617620107
2025-06-16,207.47280202402075,129.8470204930179,358.3991999135179,207.46978807066637,207.47604541053775,36.93075998055043,36.93075998055043,36.93075998055043,36.93075998055043,36.93075998055043,36.93075998055043,0.0,0.0,0.0,244.40356200457117
2025-06-17,207.71461188462686,108.66005766919265,324.6904504216321,207.71144779826682,207.71793866599322,11.86493340833795,11.86493340833795,11.86493340833795,11.86493340833795,11.86493340833795,11.86493340833795,0.0,0.0,0.0,219.5795452929648
2025-06-18,207.95642174523297,106.2144342540574,317.25700468359963,207.95319724306756,207.95981398675283,2.7017638338666563,2.7017638338666563,2.7017638338666563,2.7017638338666563,2.7017638338666563,2.7017638338666563,0.0,0.0,0.0,210.65818557909964
2025-06-19,208.19823160583908,114.5461221125815,334.69291816922146,208.1949732751665,208.20174662050886,14.95133183403623,14.95133183403623,14.95133183403623,14.95133183403623,14.95133183403623,14.95133183403623,0.0,0.0,0.0,223.14956343987532
2025-06-20,208.4400414664452,104.45645208260301,339.82832639415165,208.43669029007302,208.4436426210107,9.488720609785952,9.488720609785952,9.488720609785952,9.488720609785952,9.488720609785952,9.488720609785952,0.0,0.0,0.0,217.92876207623115
2025-06-21,208.6818513270513,46.851080626664476,262.43448591608995,208.67839538370308,208.6855435487983,-48.71624367929675,-48.71624367929675,-48.71624367929675,-48.71624367929675,-48.71624367929675,-48.71624367929675,0.0,0.0,0.0,159.96560764775455
2025-06-22,208.92366118765744,67.00594323688972,293.08964512573147,208.92005931228758,208.9274319853912,-27.221265987177794,-27.221265987177794,-27.221265987177794,-27.221265987177794,-27.221265987177794,-27.221265987177794,0.0,0.0,0.0,181.70239520047966
2025-06-23,209.16547104826356,134.76184103335848,357.2697546935605,209.16176519041144,209.16933861145205,36.93075998054168,36.93075998054168,36.93075998054168,36.93075998054168,36.93075998054168,36.93075998054168,0.0,0.0,0.0,246.09623102880522
2025-06-24,209.40728090886967,113.62677598268056,335.4021023090835,209.40351526226786,209.41125465800513,11.864933408304518,11.864933408304518,11.864933408304518,11.864933408304518,11.864933408304518,11.864933408304518,0.0,0.0,0.0,221.2722143171742
